gpu,M,K,N,method,R,S,median_us,min_worker_us,max_worker_us,worker_us,runs,baseline_changed,outputs,max_abs,max_L1_relative,relative_L2
3,5120,17408,1,2,4,32,146.64,146.61332499999997,147.61067500000001,"[146.64, 146.61332499999997, 147.61067500000001]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,10,4,32,153.914665,153.861325,155.71733,"[153.914665, 153.861325, 155.71733]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,11,4,32,125.54666499999999,125.498665,126.549335,"[125.498665, 125.54666499999999, 126.549335]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,12,4,32,117.56266,117.536,118.78400500000001,"[117.56266, 117.536, 118.78400500000001]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,13,8,32,209.344,208.730675,210.74134,"[209.344, 208.730675, 210.74134]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,14,2,32,113.80799999999999,113.80266499999999,115.087995,"[113.80799999999999, 113.80266499999999, 115.087995]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,14,4,32,119.493335,119.35466,120.26667,"[119.493335, 119.35466, 120.26667]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,17,4,32,115.141335,115.08800500000001,115.599995,"[115.141335, 115.08800500000001, 115.599995]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,30,4,32,268.16533,267.119995,271.968,"[268.16533, 267.119995, 271.968]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,31,4,32,156.869335,156.14933,159.25332500000002,"[156.14933, 156.869335, 159.25332500000002]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,5120,17408,1,36,2,32,185.509325,185.487995,188.874665,"[185.487995, 185.509325, 188.874665]","['1788873368601367664', '1788873472686993102', '1788873571990053431']",0,5120,0.02093466176,1.97856485e-08,1.195455834e-07
3,17408,5120,1,2,2,32,203.88801,201.978655,203.98401,"[203.88801, 201.978655, 203.98401]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,2,4,32,154.27734,153.38666999999998,154.83733,"[154.27734, 153.38666999999998, 154.83733]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,10,4,32,159.930665,158.874665,160.026665,"[160.026665, 158.874665, 159.930665]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,11,4,32,133.664,132.71468,133.82401,"[133.82401, 132.71468, 133.664]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,12,4,32,122.565335,121.57867,123.19467,"[123.19467, 121.57867, 122.565335]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,13,8,32,173.77066,172.25599499999998,174.160005,"[174.160005, 172.25599499999998, 173.77066]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,14,2,32,116.8,116.32533,117.02399500000001,"[116.8, 116.32533, 117.02399500000001]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,14,4,32,117.49333999999999,117.29066499999999,117.62666999999999,"[117.62666999999999, 117.29066499999999, 117.49333999999999]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,17,4,32,122.52801,121.69067,122.554665,"[122.52801, 121.69067, 122.554665]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,30,4,32,240.94398999999999,237.776,241.14132999999998,"[240.94398999999999, 237.776, 241.14132999999998]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,31,4,32,162.24533000000002,160.34133500000002,162.383995,"[162.24533000000002, 160.34133500000002, 162.383995]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
3,17408,5120,1,36,2,32,179.221335,176.24533,179.41333,"[179.41333, 176.24533, 179.221335]","['1788873348991775311', '1788873491745761832', '1788873652621400500']",0,17408,0.01129590199,3.736038849e-08,1.031539396e-07
